Restaurant _Name,Restaurant _Type,Rating,Votes,Avg_Cost (two people),Online_Order,Table_Booking,Cuisines_Type,Area
Swathi Deluxe,Casual Dining,3.9,218,750,Yes,Yes,"North Indian, Seafood, Chinese, Biryani",Bellandur
Swathi Deluxe Restaurant,Casual Dining,2.9,75,500,Yes,No,North Indian,Lavelle Road
Swathi Greenland,"Casual Dining, Bar",3.7,174,800,Yes,No,"Andhra, North Indian, Chinese",Rajajinagar
Swathi Maharaja,Casual Dining,3.7,291,750,Yes,Yes,"Andhra, North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala"
Swathi Restaurant,Casual Dining,3.8,34,600,No,No,"Chinese, North Indian, South Indian",Rajajinagar
Swathi Restaurant - The Vintage Inn,Casual Dining,3.8,36,900,Yes,No,"Andhra, North Indian",Electronic City
Swathi Spice n Ice,Casual Dining,3.5,165,700,Yes,No,"Andhra, North Indian, Chinese",HSR
Swathi Upahara,Quick Bites,0,40,350,No,No,"Biryani, Kebab, Chinese",Basavanagudi
Swati Cafe,Cafe,2.9,8,500,No,No,"Cafe, Fast Food",Basavanagudi
Sweet Alley,"Takeaway, Delivery",3.4,6,400,No,No,Desserts,Brookefield
Sweet Chariot,Bakery,2.7,19,500,No,No,"Bakery, Fast Food",New BEL Road
Sweet Chariot Cafe,Dessert Parlor,3.8,113,500,Yes,No,"Continental, Fast Food, Beverages, Desserts",Brigade Road
Sweet Moments Express,"Sweet Shop, Quick Bites",3.7,18,200,Yes,No,"Mithai, Street Food",Kalyan Nagar
Sweet N Swirl,Dessert Parlor,3.2,17,150,No,No,"Desserts, Ice Cream",Banashankari
Sweet Nothings Couture Cupcakes,"Takeaway, Delivery",3.4,6,250,No,No,"Desserts, Bakery",Whitefield
Sweet Revenge,"Bakery, Quick Bites",3.3,9,300,No,No,"Bakery, Fast Food",Electronic City
Sweet Revenge Bake N Cafe,Quick Bites,2.8,40,200,No,No,"Bakery, Fast Food, Cafe",Electronic City
Sweet Tooth - Do you have one?,"Takeaway, Delivery",3.3,4,600,No,No,"Bakery, Desserts",Whitefield
Sweet Truth,Bakery,2.8,40,500,Yes,No,"Bakery, Desserts",Basavanagudi
Swing,"Casual Dining, Bar",3.8,201,1000,No,Yes,"North Indian, Chinese, Mangalorean",Indiranagar
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,"Cafe, Bakery",3.3,6,400,No,No,"Cafe, Bakery",New BEL Road
Symas,Quick Bites,3.7,34,200,Yes,No,"Fast Food, Beverages",Malleshwaram
Szechuan Dragon,Casual Dining,4.2,1647,600,Yes,No,"Chinese, Thai, Momos",Banashankari
Szechwan Court - The Oberoi,Fine Dining,4.1,168,2500,No,No,Chinese,Brigade Road
T Square,Quick Bites,3.2,4,150,Yes,No,"Fast Food, Street Food",Bellandur
T.A.K - That Affordable Kitchen,"Takeaway, Delivery",3.2,4,400,Yes,No,"Continental, North Indian",Bellandur
T3H Cafe,Cafe,3.9,93,300,No,No,"Cafe, Italian, American",Banashankari
T4U Cafe,Quick Bites,3.6,17,400,No,No,"Chinese, Fast Food, Beverages",Kalyan Nagar
Ta'aam,Casual Dining,4.1,402,750,Yes,No,"North Indian, Mughlai, Arabian, Chinese",Brigade Road
Taantraa - Organic Handbaking,Delivery,3.7,28,350,No,No,"Bakery, Desserts",Old Airport Road
Taaza Mithai,Sweet Shop,3.8,47,100,Yes,No,"Mithai, Street Food","Byresandra,Tavarekere,Madiwala"
Taaza Thindi,Quick Bites,4.7,651,100,No,No,South Indian,Banashankari
TAB - Take A Break,Cafe,4.1,521,550,No,No,"Cafe, Continental, Italian",Bannerghatta Road
Taco Bell,Quick Bites,3.7,168,600,Yes,No,"Mexican, American, Fast Food",Bannerghatta Road
Tadka Punjabi Restaurant,Quick Bites,3.3,9,300,Yes,No,North Indian,Whitefield
Tadka Singh,Casual Dining,3.4,946,0,No,No,North Indian,Indiranagar
Tadkawala,"Takeaway, Delivery",3.4,71,200,Yes,No,North Indian,Frazer Town
Taiki,Casual Dining,2.8,40,1000,Yes,Yes,"Asian, Japanese, Korean, Thai, Sushi",Indiranagar
Taipan,Casual Dining,3.5,126,700,Yes,No,"Chinese, Momos",Brigade Road
Taishty,Quick Bites,3.7,66,200,Yes,No,North Indian,Whitefield
Taiyvan's,Casual Dining,3.7,101,500,Yes,No,"Chinese, Thai, Seafood, Malaysian",Malleshwaram
Taj Darbar,Casual Dining,3.8,149,600,Yes,No,"Biryani, Mughlai, Chinese","Byresandra,Tavarekere,Madiwala"
Taj Durbar,Quick Bites,3.8,83,400,No,No,"North Indian, BBQ","Byresandra,Tavarekere,Madiwala"
Taj Hotel,Casual Dining,3.7,110,550,Yes,No,"North Indian, Chinese",Church Street
Taj Restaurant,Quick Bites,3.8,68,400,No,No,"North Indian, Biryani",Basavanagudi
Take 5,Lounge,3.5,10,1300,No,No,"Chinese, Continental, Steak",Indiranagar
Take A Break,Casual Dining,3.4,7,600,No,No,North Indian,Basavanagudi
Take EAT Easy,"Takeaway, Delivery",3.6,20,200,Yes,No,North Indian,Bellandur
Take It!,Delivery,3.1,39,450,Yes,No,"Continental, Chinese, Fast Food",Brookefield
Take Us Away,Delivery,0,40,0,No,No,Continental,Koramangala 6th Block
Talk Ease,Cafe,3.1,10,200,No,No,Cafe,Brigade Road
Talk Over Table,Cafe,4,282,500,No,No,Cafe,Indiranagar
Talk Over Table Cafe,Cafe,3.7,85,500,No,No,"Cafe, Italian, Beverages",HSR
Talk To The Hand,Bar,3.3,4,900,No,No,"Chinese, North Indian",Lavelle Road
Tall Blonde French,Quick Bites,3.6,82,400,Yes,No,Fast Food,Marathahalli
Tamarind,Casual Dining,2.7,227,750,Yes,No,"Chinese, North Indian, Continental",Kalyan Nagar
Tamarind - Tamarind Hospitality,Casual Dining,3.9,611,750,Yes,No,"Chinese, Continental, North Indian",Kalyan Nagar
Tandoor,Fine Dining,3.9,1360,2100,Yes,Yes,North Indian,Indiranagar
Tandoor And Spice,Casual Dining,4,180,550,Yes,No,"North Indian, Chinese, Biryani, Hyderabadi",Bannerghatta Road
Tandoor Bhatti,Quick Bites,2.8,40,300,Yes,No,"North Indian, Fast Food",Kalyan Nagar
Tandoor Box,Casual Dining,3.5,69,850,Yes,No,"Mughlai, North Indian, Biryani",Brookefield
Tandoor Chai House,Quick Bites,2.8,40,200,Yes,No,"Street Food, Sandwich, Rolls, Beverages",Bannerghatta Road
Tandoor Da Funda,Quick Bites,3.6,15,350,No,No,North Indian,Brigade Road
Tandoor Garden,Quick Bites,3.6,70,350,Yes,No,"North Indian, Chinese, Kebab",Bannerghatta Road
Tandoor Hub & Golmaal Paratha,Quick Bites,3.2,4,450,No,No,North Indian,"Byresandra,Tavarekere,Madiwala"
Tandoor Hut,Casual Dining,2.2,90,750,No,No,"North Indian, Chinese",Bannerghatta Road
Tandoor Merchant,"Takeaway, Delivery",3.4,22,500,Yes,No,"North Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala"
Tandoor Nation,Quick Bites,3,39,400,Yes,No,"North Indian, Chinese",Bannerghatta Road
Tandoor-De-Naal,"Takeaway, Delivery",3.8,35,200,No,No,Fast Food,"Byresandra,Tavarekere,Madiwala"
Tandoori Bytes,Casual Dining,3.6,59,700,Yes,No,North Indian,Banashankari
Tandoori Chowk,Quick Bites,3.5,98,400,Yes,No,"North Indian, Chinese",Marathahalli
Tandoori Club,Casual Dining,2.8,40,750,Yes,No,"North Indian, Chinese, Continental",Bellandur
Tandoori Delight,Quick Bites,3,46,300,Yes,No,"North Indian, Chinese",New BEL Road
Tandoori Junction,Quick Bites,3.9,81,400,Yes,No,"North Indian, Chinese, Biryani",Brookefield
Tandoori Knight,Quick Bites,3,290,450,Yes,No,"North Indian, Chinese, Biryani, Kebab",Banashankari
Tandoori Paradise,Delivery,3.5,8,600,Yes,No,"North Indian, Chinese",Bannerghatta Road
Tandoori Spot,Quick Bites,3.5,13,500,No,No,"North Indian, Chinese",Bannerghatta Road
Tandoori Taal,Casual Dining,4.3,1788,900,Yes,Yes,"Biryani, North Indian",Indiranagar
Tandoorinn,Quick Bites,3.2,5,300,No,No,"Biryani, Mughlai, Chinese",Indiranagar
Tandooriwala,"Food Court, Quick Bites",2.7,24,700,Yes,No,"North Indian, Mughlai",Brookefield
Tandurust,"Takeaway, Delivery",3.6,27,300,No,No,"North Indian, South Indian",Bellandur
Tang of Jamaica,Casual Dining,3.4,28,900,No,No,"American, Mexican, BBQ",Kalyan Nagar
Tangerine - Davanam Sarovar Portico Suites,Casual Dining,4,40,1100,Yes,Yes,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","Byresandra,Tavarekere,Madiwala"
Tango,Quick Bites,3.8,51,200,No,No,Fast Food,Rajajinagar
Tango Bango,"Takeaway, Delivery",3.5,124,500,Yes,No,"Burger, American, Beverages, Desserts, Italian, Salad, Ice Cream, Finger Food",Indiranagar
Tango Sandwich King,Quick Bites,3.5,9,200,Yes,No,"Fast Food, Sandwich",Rajajinagar
Tangra Indo - Chinese Cuisine,Food Court,3.5,29,400,Yes,No,"Chinese, Thai",Jayanagar
TangyLicious,"Takeaway, Delivery",2.6,16,400,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala"
Tanna's Kitchen,Quick Bites,3.1,7,250,Yes,No,"Italian, Chinese, Street Food",Banashankari
Tanoor Tandoori,Delivery,2.8,40,550,Yes,No,"North Indian, Mughlai, Chinese, Kebab, Biryani",Bellandur
Tanuja Home Food,Delivery,3.1,18,300,Yes,No,North Indian,Brookefield
Tap House Resto Bar,"Casual Dining, Bar",3.4,183,900,Yes,Yes,"Chinese, North Indian, Thai",Electronic City
Tapout Tavern,"Casual Dining, Pub",4.1,322,1200,Yes,Yes,"American, Asian, Continental, North Indian, South Indian, Chinese",Bellandur
Tapri By The Corner,Quick Bites,4.1,205,250,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala"
Tarama Bengali Food,Quick Bites,3.2,4,200,No,No,Bengali,Whitefield
Tarbouche,Kiosk,2.8,40,300,Yes,No,"Turkish, Rolls",Basavanagudi
Targaryen's Kitchen,Casual Dining,3.6,25,550,No,No,"North Indian, Bengali, Chinese",Jayanagar
Tarlette,Bakery,2.8,40,560,No,No,"Bakery, Fast Food",HSR
Taruni Andhra Mess,Mess,3.6,23,200,No,No,Andhra,"Byresandra,Tavarekere,Madiwala"
Taste of Assam,Quick Bites,3.2,23,400,Yes,No,"Assamese, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Taste of Bihar,"Takeaway, Delivery",3.7,29,300,Yes,No,Bihari,Kammanahalli
Taste Of India,Quick Bites,3.1,5,400,No,No,"North Indian, Rolls",Bellandur
Taste Of India Family Restaurant,Quick Bites,3.2,232,400,Yes,No,"North Indian, South Indian",Whitefield
Taste Of Kerala,Casual Dining,2.2,48,600,No,No,"Kerala, Seafood",Brigade Road
Taste Of Kolkata,Quick Bites,3.1,59,400,Yes,No,"Bengali, Chinese, Rolls",Bannerghatta Road
Taste Of Malabar,Quick Bites,3.6,23,350,Yes,No,"South Indian, Kerala, Chinese","Byresandra,Tavarekere,Madiwala"
Taste Of Nawaabs,Casual Dining,3.5,324,600,Yes,No,"North Indian, Mughlai",Kalyan Nagar
Taste Of Nawaab's,Casual Dining,3.6,22,600,No,No,"North Indian, Chinese",Indiranagar
Taste of Nepal,Quick Bites,3.4,27,300,Yes,No,Chinese,Residency Road
Taste Of Tibet,Quick Bites,4,336,300,No,No,"Tibetan, Chinese, Momos",Brigade Road
Tastebuds,"Bakery, Quick Bites",3.7,23,300,Yes,No,"Bakery, Fast Food",Bellandur
Tastie's,"Quick Bites, Beverage Shop",3.2,10,150,No,No,"Fast Food, Beverages, Ice Cream",Malleshwaram
Tasting Room - Bengaluru Oota Company,Casual Dining,4,58,2000,No,No,"Mangalorean, South Indian",Brigade Road
Tastte!!,Quick Bites,3.7,21,450,Yes,No,"Biryani, North Indian, Chinese",Bannerghatta Road
Tasty Bites,Quick Bites,3.7,21,150,No,No,"Fast Food, Pizza",Banashankari
Tasty Box,Quick Bites,2.9,6,250,Yes,No,"North Indian, South Indian, Arabian, Mughlai, Chinese, Biryani",Malleshwaram
Tasty Bytes,Quick Bites,3.1,245,300,Yes,No,"North Indian, Chinese, Momos, Rolls",Banashankari
Tasty Corner,Quick Bites,3.6,13,200,No,No,South Indian,New BEL Road
Tasty Fast Food,Quick Bites,3.2,4,250,No,No,"North Indian, Chinese",New BEL Road
Tasty Food,Quick Bites,2.8,40,300,Yes,No,"North Indian, Chinese",Brookefield
Tasty Funda,Quick Bites,3.3,4,200,No,No,"North Indian, Chinese",Electronic City
Tasty Homely Food,"Takeaway, Delivery",2.8,40,350,Yes,No,"North Indian, Chinese, Fast Food, Street Food, Mithai",Brookefield
Tasty Jigarthanda,Beverage Shop,3.4,10,150,Yes,No,"Beverages, Ice Cream",Bannerghatta Road
Tasty Khaana Khazana,Quick Bites,3.3,6,300,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala"
Tasty King,Quick Bites,3.4,8,400,No,No,"South Indian, North Indian, Chinese",Lavelle Road
Tasty Kitchens,Quick Bites,2.8,40,500,Yes,No,Pizza,Koramangala 4th Block
Tasty Magic,Casual Dining,2.7,73,600,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala"
Tasty Munch,Quick Bites,3.6,60,200,Yes,No,"Fast Food, Street Food, Momos",Malleshwaram
Tasty Noodle,Quick Bites,3.4,5,400,Yes,No,"Chinese, Seafood","Byresandra,Tavarekere,Madiwala"
Tasty Paradise,Casual Dining,3.7,98,550,Yes,No,"North Indian, Mughlai, Chinese, Beverages",Lavelle Road
Tasty Point,Delivery,3.3,9,300,Yes,No,"Burger, Sandwich, Finger Food",Bannerghatta Road
Tasty Restaurant,Quick Bites,2.8,40,300,No,No,"Kerala, South Indian, Chinese",Bannerghatta Road
Tasty Treat,Quick Bites,3.1,131,400,Yes,No,"North Indian, Chinese, Biryani, Rolls",HSR
Tasty Yum,Quick Bites,2.8,40,300,No,No,"South Indian, Mughlai",Bellandur
Tastybites.com,Quick Bites,3.7,82,150,Yes,No,"Fast Food, Sandwich, South Indian",Brookefield
Tata Cha,"Beverage Shop, Cafe",3.2,9,500,Yes,No,"Cafe, Tea, North Indian",Malleshwaram
Tattva Cafe,Cafe,2.8,227,450,No,No,Cafe,Koramangala 4th Block
Tawa,Quick Bites,3.4,25,200,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala"
Tawa Fresh,Quick Bites,3.4,12,300,Yes,No,"Seafood, Biryani, South Indian, North Indian, Rolls",Kalyan Nagar
Tawa Ghar Ka,Quick Bites,3.8,331,350,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala"
Tawa Sagara,Casual Dining,3.8,122,0,No,No,"Mangalorean, Seafood",Jayanagar
Tawa Tandoor,Casual Dining,3.9,116,700,Yes,Yes,"North Indian, Chinese",New BEL Road
Tayabbs,Quick Bites,3,9,500,Yes,No,"Rolls, North Indian, Fast Food",Church Street
Tayo Restaurant,Casual Dining,3.9,44,600,No,No,"North Indian, Chinese, Mughlai",Electronic City
Taza Khaana,Delivery,3,175,450,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala"
Taza Tawa,Casual Dining,3.2,41,550,No,No,"North Indian, Chinese, Kebab, Beverages",Sarjapur Road
TBC - The Breakfast Company,Quick Bites,3.8,26,150,Yes,No,"Bihari, North Indian, South Indian",Brookefield
TBC Sky Lounge,"Casual Dining, Bar",4.7,6745,1000,No,Yes,"Continental, Asian, Italian, North Indian",HSR
TBC- Sky Lounge,"Casual Dining, Bar",4.4,619,1000,No,Yes,"Continental, Asian, Italian, North Indian",Marathahalli
Tea Addict,Cafe,4,77,300,Yes,No,"Cafe, Beverages",HSR
Tea and Wine Lounge,Cafe,3.5,10,800,No,No,"Cafe, Tea, Desserts",Brigade Road
Tea Break Lounge,Quick Bites,3.3,5,400,Yes,No,"Beverages, Fast Food",Brigade Road
Tea Brew,"Cafe, Casual Dining",4.1,1141,500,Yes,No,"Cafe, Continental, Momos, Italian, North Indian",Indiranagar
Tea Journey,Cafe,3.8,71,0,No,No,Cafe,MG Road
Tea Samskruthi,Cafe,3.9,18,200,No,No,Cafe,Malleshwaram
Tea Totallers,Cafe,2.9,19,500,Yes,No,"Cafe, Continental, Tea",Bellandur
Tea Trails,Cafe,2.8,40,600,Yes,No,"Continental, Tea, Fast Food, Italian",Koramangala 4th Block
Tea Villa Cafe,"Cafe, Casual Dining",4.2,656,800,No,Yes,"Cafe, Continental, Mediterranean, Italian, Desserts",Jayanagar
TeamDelish,Delivery,3.4,9,300,No,No,Healthy Food,Electronic City
Teapoy Mutiny,Cafe,4.1,98,500,Yes,No,"Cafe, Continental, American, Beverages",Kalyan Nagar
Tease Whitefield,Lounge,3.7,64,1800,No,Yes,Finger Food,Whitefield
Teashot,Cafe,2.9,24,150,No,No,Cafe,Brookefield
Teburu,Casual Dining,4.4,203,800,Yes,No,"Asian, Chinese, Japanese, BBQ",Kalyan Nagar
Techies Kitchen,Delivery,3.5,197,400,Yes,No,"Biryani, North Indian",Whitefield
Tella Tales,Cafe,4.2,413,700,Yes,No,"Cafe, Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
Tellimagic Restaurant,Quick Bites,3.5,12,400,Yes,No,"North Indian, South Indian, Chinese",Electronic City
Telugu Velugu,Food Court,3,6,300,No,No,"South Indian, Biryani",Bellandur
Temple Meals,Quick Bites,3.8,76,200,No,No,South Indian,Malleshwaram
Temptation,Quick Bites,2.8,40,300,No,No,"North Indian, South Indian",Brookefield
Tempteys,"Beverage Shop, Dessert Parlor",3.7,39,500,Yes,No,Beverages,Bellandur
Tempura Restaurant,Casual Dining,3.9,122,500,No,No,"Japanese, Chinese, Tibetan, Momos",Brigade Road
Tenco Infusions,Beverage Shop,3.5,15,200,No,No,"Beverages, Salad",Indiranagar
Tenzin Kitchen,Quick Bites,4.2,522,450,Yes,No,"Tibetan, Chinese, Momos","Byresandra,Tavarekere,Madiwala"
Teppan Japanese Grill & Sushi Bar,Casual Dining,4.3,901,2000,Yes,No,Japanese,Brigade Road
Terminus Tiffin Meal Service,Delivery,2.8,40,200,No,No,North Indian,New BEL Road
Terra Bites,"Cafe, Casual Dining",4,61,700,Yes,No,"Cafe, Italian, Continental","Byresandra,Tavarekere,Madiwala"
Terrace Lounge,Lounge,3.6,25,1600,No,No,"North Indian, Chinese, Seafood",Bannerghatta Road
Terracotta Whitefield,Fine Dining,4,244,3000,No,Yes,"North Indian, Lucknowi, Afghan",Whitefield
Tetto,"Casual Dining, Bar",3.7,130,1200,Yes,No,Continental,"Byresandra,Tavarekere,Madiwala"
Tewari Bros Mithai Shoppie,Sweet Shop,3.8,59,300,Yes,No,"Fast Food, Mithai",Brigade Road
TFC - Tony's Food Corner,Casual Dining,3.1,23,400,Yes,No,"North Indian, Chinese",Indiranagar
TFI - The Fresh Ice Cream,Dessert Parlor,3.2,41,400,Yes,No,"Ice Cream, Beverages",Bannerghatta Road
TGI Fridays,Lounge,3.9,1337,1700,Yes,Yes,"American, Burger, Italian, Steak",Bannerghatta Road
TGS Retails,"Takeaway, Delivery",3.3,4,600,No,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala"
Thai & Chinese Fast Food,Quick Bites,3.4,7,400,No,No,"Chinese, Thai",Whitefield
Thai Chy,Casual Dining,4.3,367,1200,Yes,Yes,"Thai, Asian, Indonesian",Indiranagar
Thai House,Casual Dining,4.2,125,700,Yes,No,Thai,Indiranagar
Thalaserry Food Court,Casual Dining,3.5,21,600,No,No,"Kerala, Biryani, Seafood, North Indian, Chinese",Whitefield
Thalassery Cafe,Quick Bites,3.4,7,150,No,No,Street Food,"Byresandra,Tavarekere,Madiwala"
Thalassery Food Court,Casual Dining,3.1,4,500,No,No,"Kerala, North Indian, Chinese",Bannerghatta Road
Thalassery Hotel,Quick Bites,2.8,40,300,No,No,"Kerala, South Indian",Bannerghatta Road
Thalassery Mess,Mess,3.3,7,300,No,No,Kerala,HSR
Thalassery Plaza,Quick Bites,3.5,33,400,Yes,No,"Kerala, North Indian, Chinese",Kammanahalli
Thalassery Restaurant,Casual Dining,2.8,40,600,Yes,No,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",Bannerghatta Road
Thalis Of India,Delivery,3.3,7,500,Yes,No,"South Indian, North Indian, Beverages",Bellandur
Thamboola,Casual Dining,3.8,139,800,Yes,No,"North Indian, Chinese, Continental",Jayanagar
Thanco's Natural Ice Cream,Dessert Parlor,3.1,8,450,No,No,"Ice Cream, Desserts",Rajajinagar
Thanco's Natural Ice Creams,Dessert Parlor,3.2,9,300,No,No,Ice Cream,Banashankari
Thanco's Naturals Ice Cream,Dessert Parlor,3.6,21,450,Yes,No,"Ice Cream, Desserts",Marathahalli
Thanima Garden Restaurant,Casual Dining,3.6,163,500,Yes,No,"North Indian, Chinese, Kerala",Electronic City
Thanishka Nati And Karavali Style,Quick Bites,2.8,40,400,No,No,"Biryani, Fast Food",Banashankari
Tharavadu,Quick Bites,3.8,83,400,Yes,No,"Chinese, North Indian, Kerala",HSR
That Garage Cafe,Cafe,3.1,40,650,Yes,No,"Cafe, Italian, Continental, European",Bellandur
Thayee Touch,Casual Dining,3.6,30,450,No,No,"North Indian, Chinese, South Indian",Bannerghatta Road
The 13th Floor,Lounge,4.4,4575,1700,No,Yes,"Asian, North Indian, Thai",Brigade Road
The 3 Musketeers,Dessert Parlor,3.2,5,200,No,No,"Ice Cream, Desserts",Brookefield
The 90s Hash House,Cafe,3.8,63,500,No,No,Cafe,"Byresandra,Tavarekere,Madiwala"
The Adukkala Restaurant,Casual Dining,3.6,40,500,Yes,No,Kerala,Brigade Road
The Airos,Cafe,4.1,130,650,Yes,No,"Cafe, Italian, Pizza",Banashankari
The Alphaa,Casual Dining,3.8,272,550,Yes,No,"Andhra, North Indian, Chinese, Biryani, Seafood",HSR
The Andhra Bhojanam,Bhojanalya,3.2,4,300,Yes,No,South Indian,Brookefield
The Ants Cafe & Store,Cafe,3.9,1380,900,Yes,Yes,"Cafe, Italian",Indiranagar
The Arabesque Cafe,Casual Dining,4.1,40,600,No,No,"American, Continental, Chinese",Koramangala 4th Block
The Arabian Nights,"Takeaway, Delivery",2.6,51,300,Yes,No,"Arabian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
The Asian Curry House,Casual Dining,4.5,785,1000,Yes,No,"Vietnamese, Thai, Burmese, Japanese",Malleshwaram
The Bahubali,Casual Dining,3.4,153,800,Yes,Yes,"North Indian, Chinese",Marathahalli
The Baker's,"Bakery, Quick Bites",2.4,32,500,No,No,"Bakery, Fast Food",HSR
The Bakery World,Bakery,3.2,5,250,No,No,"Bakery, Desserts",Church Street
The Banana Kick,Cafe,3.3,8,600,Yes,No,"Cafe, Beverages",Malleshwaram
The Bangalore Cafe,Casual Dining,4.1,473,800,No,Yes,"Modern Indian, North Indian, Pizza, Continental, Beverages",Brigade Road
The Bao Belly,Cafe,3.3,9,0,No,No,Cafe,Residency Road
The Bar Stock Exchange,"Pub, Casual Dining",4.2,634,1300,No,No,"Continental, Chinese, North Indian, Finger Food",Lavelle Road
The Bar Therapy,Bar,2.8,40,800,No,No,"Continental, Chinese",HSR
The Barn - Bar & Kitchen,Pub,4.2,240,1500,No,Yes,"American, North Indian, Chinese",Brigade Road
The Bawarchi,Casual Dining,2.5,256,1050,Yes,No,"North Indian, Chinese",Kammanahalli
The Beer Cafe,Pub,4.1,673,1400,Yes,Yes,"Finger Food, North Indian, Chinese, Italian",Whitefield
The Beer Joint,Casual Dining,3.4,77,800,No,No,"North Indian, Chinese",Indiranagar
THE BEL ST.,"Cafe, Casual Dining",3.9,523,1100,No,No,"Cafe, Italian, American, Continental",New BEL Road
The Belgian Waffle Co.,Dessert Parlor,3.7,15,350,Yes,No,"Desserts, Beverages",New BEL Road
The Belgian Waffle Company,Dessert Parlor,3.9,48,250,Yes,No,Desserts,Brookefield
The Bengal Rasoi,Delivery,3.2,5,350,No,No,Bengali,Marathahalli
The Bengaluru Brasserie - Hyatt Centric MG Road,Casual Dining,4.1,117,2000,No,Yes,"Continental, Asian, North Indian, South Indian",Brigade Road
The Bier Library,"Microbrewery, Casual Dining",4.3,552,2000,Yes,Yes,"Continental, North Indian, Pizza, BBQ",Koramangala 4th Block
The Biere Club,"Pub, Microbrewery",4.3,2283,1700,No,Yes,"Continental, BBQ, Finger Food",Whitefield
The Big Barbeque,Casual Dining,4.7,524,1500,No,Yes,"BBQ, North Indian, Continental, Chinese",Electronic City
The Big Bellyz,Quick Bites,3.9,105,300,Yes,No,"Fast Food, Beverages, Momos",Malleshwaram
The Big Grill,Quick Bites,3.4,9,400,No,No,"North Indian, Chinese, Mughlai",Marathahalli
